,geometry,field_date,B2,B3,B4,B8,B5,B6,B7,B8A,B11,B12,sat_mask,cloud_mask,edge_mask,geophysical_mask,sun_zen,sun_az,join_zen,join_az,s2_date,time_delta,s2_filenames,DHP,CAN-EYE Version,Species,NameESU,X-WGS84,Y-WGS84,PAIeff – CE,PAIeff CE V5.1,PAIeff – P57,PAIeff Miller,"PAIeff – LAI2000, 3 rings","PAIeff – LAI2000, 4 rings","PAIeff – LAI2000, 5 rings",PAItrue – CE,PAItrue – CE V5.1,PAItrue – P57,PAItrue – Miller
99,POINT (357084.81902665924 4817108.139718194),2017-11-28,0.0458,0.0771,0.0675,0.2889,0.1081,0.2546,0.2821,0.3042,0.1673,0.0957,0,0,0,0,63,169,1,267,2017-11-17,11 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20171117-105314-464_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOP-9,1.23243,43.49324,0.78,0.8,0.78,0.79,0.91,0.85,0.72,1.22,0.9,1.22,0.83
112,POINT (379551.10866501246 4820319.0963221295),2018-04-03,0.0368,0.0695,0.0546,0.3021,0.1148,0.2534,0.2902,0.3046,0.1627,0.0829,0,0,0,0,41,157,3,292,2018-04-01,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180401-105529-510_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,AUZ-10-1-PP,1.50948,43.5261,1.71,1.65,1.71,1.64,1.43,1.52,1.37,2.31,1.99,2.31,1.69
95,POINT (365017.2834146758 4818096.829159316),2018-05-28,0.0479,0.0865,0.0721,0.2791,0.123,0.2531,0.2803,0.2889,0.1599,0.0976,0,0,0,0,33,155,2,294,2018-04-21,37 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180421-105629-233_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.491,winter wheat,PAV-17,1.330251,43.503613,3.8,3.6,3.8,3.76,2.98,3.26,2.97,4.69,4.38,4.69,3.95
70,POINT (358888.4719634021 4813275.6935910145),2018-02-27,0.0453,0.0812,0.0533,0.3242,0.1268,0.2976,0.3253,0.339,0.1656,0.0879,0,0,0,0,59,160,2,296,2018-02-10,17 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180210-105158-460_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter barley,PAV-18-3-B,1.25572,43.45909,1.34,1.32,1.34,1.31,1.27,1.34,1.13,1.67,1.63,1.67,1.43
77,POINT (357501.56609843497 4814745.983889385),2018-05-28,0.0485,0.0855,0.0641,0.3441,0.1357,0.3031,0.3384,0.3598,0.1537,0.0948,0,0,0,0,25,150,2,296,2018-05-21,7 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180521-105702-711_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,MER-37,1.2382,43.4720599999999,1.55,1.4,1.55,1.48,1.43,1.45,1.31,1.94,1.64,1.94,1.5
98,POINT (357035.0079319571 4817048.08688083),2018-05-04,0.0522,0.128,0.1055,0.4943,0.1563,0.398,0.4836,0.5018,0.151,0.0762,0,0,0,0,33,155,1,296,2018-04-21,13 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180421-105629-233_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOP-9,1.23183,43.49269,2.77,2.8,2.77,2.81,2.78,2.75,2.39,3.82,3.85,3.82,3.03
35,POINT (350772.4017245655 4816514.369943631),2017-11-28,0.0519,0.1044,0.0517,0.5265,0.1699,0.4794,0.5254,0.5408,0.2041,0.1011,0,0,0,0,55,167,1,260,2017-10-23,36 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20171023-105154-753_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,ANJ-23,1.15456,43.486663,0.64,0.66,0.64,0.66,0.84,0.72,0.63,1.11,0.88,1.12,0.74
80,POINT (357109.40728736285 4816323.175367713),2018-05-28,0.0309,0.0692,0.0276,0.4917,0.1066,0.3979,0.4845,0.5027,0.0815,0.0363,0,0,0,0,25,150,1,296,2018-05-21,7 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180521-105702-711_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BLA-1-6,1.23294,43.48618,2.01,2.01,2.01,2.03,2.08,2.02,1.77,2.47,2.45,2.47,2.14
37,POINT (350838.6390189715 4816703.131275669),2017-11-28,0.0368,0.0775,0.0267,0.5491,0.1166,0.473,0.5299,0.5299,0.1729,0.0668,0,0,0,0,55,167,1,260,2017-10-23,36 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20171023-105154-753_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,ANJ-26,1.155327,43.488375,2.69,2.59,2.69,2.66,3.28,2.94,2.57,5.39,5.13,5.39,3.03
10,POINT (355259.0896156246 4811660.580328564),2017-11-28,0.1451,0.2165,0.2718,0.3348,0.2854,0.315,0.3353,0.3437,0.3908,0.3378,0,0,0,0,31,151,1,297,2017-08-14,106 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20170814-105517-079_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BON-33,1.211307,43.443861,1.51,1.58,1.51,1.51,1.91,1.7,1.48,3.57,3.13,3.57,1.7
83,POINT (357331.6090905318 4816920.680958408),2018-05-29,0.0115,0.032,0.013,0.3935,0.048,0.2565,0.3706,0.4067,0.0997,0.0456,0,0,0,0,25,150,1,296,2018-05-21,8 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180521-105702-711_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.491,winter wheat,BLA-4,1.23553,43.4916,3.36,3.36,3.36,3.38,2.79,3.01,2.68,4.8,4.6,4.8,3.6
78,POINT (357501.56609843497 4814745.983889385),2018-02-27,0.0472,0.0785,0.0725,0.3254,0.1272,0.2989,0.3283,0.3315,0.1666,0.089,0,0,0,0,59,160,2,296,2018-02-10,17 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180210-105158-460_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,MER-37,1.2382,43.4720599999999,0.69,0.69,0.69,0.65,0.9,0.77,0.68,1.5,1.14,1.5,0.67
105,POINT (358504.56316665234 4817843.681727845),2018-05-04,0.0251,0.0475,0.0267,0.3498,0.0697,0.2634,0.3352,0.3555,0.1313,0.0633,0,0,0,0,33,155,2,296,2018-04-21,13 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180421-105629-233_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,LAM-3-2,1.24979,43.50013,3.39,3.43,3.39,3.4,3.0,3.09,2.74,4.88,4.95,4.88,3.86
52,POINT (356795.3553948401 4816426.183508198),2018-05-29,0.02,0.0375,0.0199,0.4388,0.0518,0.279,0.4237,0.4453,0.1017,0.0399,0,0,0,0,27,152,1,296,2018-05-11,18 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180511-105804-037_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.491,winter wheat,BLA-1-4,1.229031,43.487047,3.53,3.43,3.53,3.54,3.17,3.26,2.93,4.99,5.04,4.99,3.8
107,POINT (379094.95532199205 4820306.177671071),2018-05-05,0.0285,0.0582,0.0322,0.4171,0.094,0.315,0.3948,0.4196,0.1743,0.088,0,0,0,0,33,155,3,292,2018-04-21,14 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180421-105629-233_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.492,winter wheat,AUZ-2-2-ME,1.50384,43.52591,,,,,,,,,,,
